0.500891	0.770346	
0.501014	0.803428	
0.501136	0.315335	
0.501258	-0.270477	
0.50138	-0.85629	
0.501502	-0.606051	
0.501624	-0.355813	
0.501747	-0.203295	
0.501869	-0.0507765	
0.501991	0.101742	
0.502113	0.25426	
0.502235	0.124475	
0.502357	-0.0053091	
0.502479	-0.135094	
0.502602	-0.264878	
0.502724	0.153656	
0.502846	0.57219	
0.502968	0.778998	
0.50309	0.46463	
0.503212	0.193694	
0.503335	0.183345	
0.503457	0.25443	
0.503579	0.325515	
0.503701	-0.316283	
0.503823	-0.958082	
0.503945	-1.0407	
0.504067	-0.602149	
0.50419	0.0807047	
0.504312	0.502972	
0.504434	0.414922	
0.504556	0.0662842	
0.504678	-0.065197	
0.5048	0.324497	
0.504923	0.697904	
0.505045	0.550136	
0.505167	-0.205669	
0.505289	-0.961475	
0.505411	-1.17439	
0.505533	-0.86613	
0.505655	-0.297112	
0.505778	0.271904	
0.5059	0.35232	
0.506022	0.432735	
0.506144	0.372	
0.506266	0.311264	
0.506388	-0.0100594	
0.506511	-0.331383	
0.506633	-0.306613	
0.506755	-0.281844	
0.506877	0.00351238	
0.506999	0.28887	
0.507121	-0.0555267	
0.507243	-0.399922	
0.507366	-0.201428	
0.507488	0.518241	
0.50761	1.11813	
0.507732	1.19685	
0.507854	0.586102	
0.507976	-0.285237	
0.508099	-0.760266	
0.508221	-0.366671	
0.508343	0.336372	
0.508465	0.518241	
0.508587	0.0282822	
0.508709	-0.461677	
0.508831	-0.441319	
0.508954	0.100215	
0.509076	0.690609	
0.509198	0.759828	
0.50932	0.117859	
0.509442	-0.784697	
0.509564	-1.28857	
0.509687	-1.27126	
0.509809	-0.69478	
0.509931	-0.118299	
0.510053	0.034729	
0.510175	0.187757	
0.510297	-0.180391	
0.510419	-0.548539	
0.510542	-0.661528	
0.510664	-0.774517	
0.510786	-0.366331	
0.510908	0.0418549	
0.51103	0.184024	
0.511152	0.326194	
0.511275	-0.0365257	
0.511397	-0.399244	
0.511519	-0.232645	
0.511641	0.194543	
0.511763	0.507722	
0.511885	0.299727	
0.512007	-0.234002	
0.51213	-0.767731	
0.512252	-0.791143	
0.512374	-0.293381	
0.512496	0.568119	
0.512618	0.908443	
0.51274	0.684162	
0.512863	-0.0612946	
0.512985	-0.6656	
0.513107	-0.74873	
0.513229	-0.636419	
0.513351	-0.524109	
0.513473	-0.703602	
0.513595	-0.883095	
0.513718	-0.704281	
0.51384	-0.264878	
0.513962	0.201668	
0.514084	0.407627	
0.514206	0.0869818	
0.514328	-0.49425	
0.514451	-0.969618	
0.514573	-0.923812	
0.514695	-0.666278	
0.514817	-0.408745	
0.514939	-0.35208	
0.515061	-0.295416	
0.515183	-0.499339	
0.515306	-0.703262	
0.515428	-0.335115	
0.51555	0.0330324	
0.515672	0.173166	
0.515794	-0.207875	
0.515916	-0.833217	
0.516039	-1.45856	
0.516161	-1.5573	
0.516283	-1.13486	
0.516405	-0.451837	
0.516527	-0.0293999	
0.516649	-0.296434	
0.516771	-0.563469	
0.516894	-0.814216	
